사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
금잔듸다방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 동문로 30 (서귀동),제주특별자치도 서귀포시 서귀동 279-14,33.2508211,126.5640593,99.25,064-762-1501,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
애니커피하우스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 동문로 10 (서귀동),제주특별자치도 서귀포시 서귀동 286-5,33.2519059,126.5622447,84.9,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
오는정김밥,제주특별자치도,서귀포시,제주특별자치도 서귀포시 동문동로 2 (서귀동),제주특별자치도 서귀포시 서귀동 254-6,33.2496255,126.5675887,70,064-762-8927,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
하이오커피동문점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 동문동로 17,제주특별자치도 서귀포시 서귀동 258-3,33.2502988,126.5660814,80.72,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
돈내코숲카페,제주특별자치도,서귀포시,제주특별자치도 서귀포시 돈내코로 263,제주특별자치도 서귀포시 상효동 2302,33.304462,126.5701576,95.94,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀대포마을점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대포중앙로 92 (대포동),제주특별자치도 서귀포시 대포동 1597-2,33.2430724,126.4316999,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
조안베어뮤지엄,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대포로 113 (대포동),제주특별자치도 서귀포시 대포동 1959,33.2402523,126.4341672,26.04,064-739-1026,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지에스25강정엘에이치점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로25번길 9,제주특별자치도 서귀포시 강정동 192,33.2532663,126.502240,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
달리는커피혁신도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로25번길 6-3,제주특별자치도 서귀포시 강정동 207-16,33.253089,126.5029866,27.45,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
모리커피서귀포혁신도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로25번길 4,제주특별자치도 서귀포시 강정동 208-1,33.2528354,126.5026578,66.71,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
고봉민김밥인서귀포강정점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로25번길 4. 1층 (강정동. 102호),제주특별자치도 서귀포시 강정동 208-1 1층 102호,33.2528354,126.5027536,67.62,064-739-8552,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페디토(Cafe Ditto),제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로25번길 10,제주특별자치도 서귀포시 강정동 207-1,33.25319747,126.5029526,50.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
봄봄,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로 37. 1층 (강정동),제주특별자치도 서귀포시 강정동 208-5 1층,33.2527762,126.5037412,32.56,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
요아정 신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로 37,제주특별자치도 서귀포시 강정동 208-5,33.2527762,126.5036822,32.56,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
메가엠지씨커피제주혁신도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로 34. 1층 107호 (강정동. 제주강정유승한내들퍼스트오션상가동),제주특별자치도 서귀포시 강정동 200 제주강정유승한내들퍼스트오션상가동1층 107호,33.252359,126.5031211,34,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀혁신점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로 33. 101호 (강정동),제주특별자치도 서귀포시 강정동 208-4 오름빌딩1차,33.2527748,126.503387,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀중흥에스점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대청로 12. 1층 103호 (강정동. 서귀포시강정지구3블럭중흥에스-클래스),제주특별자치도 서귀포시 강정동 195 서귀포시강정지구3블럭중흥에스-클래스,33.2523306,126.5005459,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지에스25서귀송악산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 형제해안로 322-1,제주특별자치도 서귀포시 대정읍 상모리 133-8,33.2068349,126.2896771,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐카페,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 형제해안로 322-1. 2층,제주특별자치도 서귀포시 대정읍 상모리 133-8 2층,33.2068349,126.2896771,54.75,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
스타벅스커피 제주송악산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 형제해안로 322 (1.2층),제주특별자치도 서귀포시 대정읍 상모리 133,33.2067828,126.2899731,291.62,064-792-8731,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
던킨도너츠제주송악산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 형제해안로 322,제주특별자치도 서귀포시 대정읍 상모리 133,33.2067828,126.2899731,76,064-792-0771,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유 제주송악산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 형제해안로 306,제주특별자치도 서귀포시 대정읍 상모리 130,33.2077813,126.2911399,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
루핀,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 형제해안로 272,제주특별자치도 서귀포시 대정읍 상모리 87-2,33.2103791,126.2913967,78.17,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
수궁다방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모항구로 78,제주특별자치도 서귀포시 대정읍 하모리 938-17,33.2202449,126.2517556,55.37,064-794-7799,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
골목다방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 80,제주특별자치도 서귀포시 대정읍 하모리 942-1,33.221228,126.2518659,42.97,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지에스25대정중앙점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 76,제주특별자치도 서귀포시 대정읍 하모리 943-2,33.2213903,126.2518753,4.1,064-792-8825,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
미쇼니분식,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 74. 1층,제주특별자치도 서귀포시 대정읍 하모리 944-1 1층,33.2216883,126.2519586,70.45,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유제주대정주공점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 6. 1층 101호 (서귀포대정휴먼시아),제주특별자치도 서귀포시 대정읍 하모리 1450 서귀포대정휴먼시아,33.2277315,126.2523576,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
수다,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 6,제주특별자치도 서귀포시 대정읍 하모리 1450,33.2277315,126.2522992,36.18,064-792-2112,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀대정태화점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 54,제주특별자치도 서귀포시 대정읍 하모리 973-1,33.2233846,126.2520786,6.6,064-792-6835,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
야끼라끼,제주특별자치도,서귀포시,,제주특별자치도 서귀포시 표선면 세화리 269-8,33.3077857,126.8040241,10,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
챔피언PC방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 51,제주특별자치도 서귀포시 대정읍 하모리 873-1,33.2236572,126.2524448,11,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지에스25대정주공점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 5,제주특별자치도 서귀포시 대정읍 하모리 1394-5,33.2277172,126.2529799,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
리틀비틀모슬포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 48. 2층,제주특별자치도 서귀포시 대정읍 하모리 1497-2 . 2층,33.2239705,126.2521322,28,064-792-2345,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
봉수아피자모슬포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 30. 1층,제주특별자치도 서귀포시 대정읍 하모리 1423-13 . 1층,33.2257747,126.2522992,141.28,064-794-9595,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
젠스 모슬포,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 22,제주특별자치도 서귀포시 대정읍 하모리 1414-1,33.2262262,126.2523481,133.59,064-760-5000,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐서귀포대정사거리점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모중앙로 21,제주특별자치도 서귀포시 대정읍 하모리 1415-5,33.2263187,126.2527987,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀대정시계탑점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모이삼로52번길 18-3,제주특별자치도 서귀포시 대정읍 하모리 918-1,33.22201534,126.2536724,7,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
흔한남자의커피이야기,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모이삼로 59,제주특별자치도 서귀포시 대정읍 하모리 860-14,33.2237471,126.2539685,66,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
모슬포동백다방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모이삼로 47,제주특별자치도 서귀포시 대정읍 하모리 872-5,33.2235688,126.2527384,80.27,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
배스킨라빈스서귀포대정점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모상가로 49. 1층,제주특별자치도 서귀포시 대정읍 하모리 849-14 . 1층,33.2221064,126.2540146,69.3,064-792-2756,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
양지다방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모상가로 40,제주특별자치도 서귀포시 대정읍 하모리 919-9,33.221443,126.2530773,59.59,064-792-5585,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
만나,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모상가로 38,제주특별자치도 서귀포시 대정읍 하모리 921-11,33.2214503,126.2527907,23.14,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
은성다방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 하모상가로 21,제주특별자치도 서귀포시 대정읍 하모리 1029-1,33.2216652,126.2510455,76.03,064-794-3446,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
GS(지에스)25서귀안성점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 평화로 6,제주특별자치도 서귀포시 대정읍 안성리 1447-10,33.2505129,126.2840866,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
그레이트커피,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 평화로 225. 1동 1층,제주특별자치도 서귀포시 대정읍 안성리 80 1동,33.266978,126.2954252,135,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
청춘부부,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 추사로38번길 181,제주특별자치도 서귀포시 대정읍 안성리 1926-2,33.2659289,126.2791739,97.78,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
더콘월티룸(THE CORNWALL TEA ROOM),제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 추사로38번길 106,제주특별자치도 서귀포시 대정읍 안성리 1788,33.2591119,126.2789665,66.24,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
모슬포3호텔커피숍,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 15. 1층,제주특별자치도 서귀포시 대정읍 하모리 2129-3 1층,33.217722,126.2505872,29.04,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀최남단해안로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 3,제주특별자치도 서귀포시 대정읍 하모리 645-17,33.2116752,126.2570851,51,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
송악산농장카페,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로 586,제주특별자치도 서귀포시 대정읍 상모리 138,33.20838134,126.289752,50.7,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐모슬포항점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로 44,제주특별자치도 서귀포시 대정읍 하모리 2133-5,33.2166677,126.252173,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
SEA-ROAD(씨로드),제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로 427-1. 1~2층,제주특별자치도 서귀포시 대정읍 상모리 1663-5,33.2008044,126.2773927,199.96,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
사일리커피,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로 412,제주특별자치도 서귀포시 대정읍 상모리 1670-3,33.1999575,126.2758859,163.8,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
마리벨(하모어촌계직영),제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 최남단해안로 120,제주특별자치도 서귀포시 대정읍 하모리 646-20,33.2100694,126.2583798,103.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
무릉외갓집,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로2881번길 35-8,제주특별자치도 서귀포시 대정읍 무릉리 581-1,33.2732036,126.2366947,92.38,064-792-7977,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐서귀포신평점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2634,제주특별자치도 서귀포시 대정읍 신평리 451-2,33.2661428,126.2572969,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지에스25제주신평점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2613,제주특별자치도 서귀포시 대정읍 신평리 364-1,33.2648364,126.2589679,3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
올리브플러스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2464,제주특별자치도 서귀포시 대정읍 보성리 535-1,33.2697751,126.2723591,58.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
식전빵장,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2422-1,제주특별자치도 서귀포시 대정읍 보성리 469-3,33.2712234,126.2763778,75.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유구억삼거리점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2397,제주특별자치도 서귀포시 대정읍 안성리 2015-2,33.2711925,126.2788623,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
수제김밥앤만두,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2382,제주특별자치도 서귀포시 대정읍 구억리 975-10,33.2726638,126.2790943,32.87,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
탐라과일,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2375,제주특별자치도 서귀포시 대정읍 안성리 2030,33.2730487,126.2801707,25,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
노리 매,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,제주특별자치도 서귀포시 대정읍 구억리 654-1,33.2825479,126.2873992,294.93,064-792-8212,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
순식당,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 전세비로 79,제주특별자치도 서귀포시 대정읍 영락리 701-3,33.2503332,126.2126746,70.52,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유대정농공단지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로3000번길 8,제주특별자치도 서귀포시 대정읍 영락리 550,33.2491182,126.2201611,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
우리들푸드,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로 2641,제주특별자치도 서귀포시 대정읍 하모리 1293,33.2289948,126.2479858,82,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
우리들마트,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로 2641,제주특별자치도 서귀포시 대정읍 하모리 1293,33.2289948,126.2479858,14.2,064-792-0005,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
밝은달귤후르츠앤북스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로 2592. 1층,제주특별자치도 서귀포시 대정읍 하모리 1393-8,33.2285207,126.2532728,62.25,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
가멍오멍편의음식점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로 2556,제주특별자치도 서귀포시 대정읍 상모리 3711-1,33.227940,126.2569895,61.74,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
스타벅스제주모슬포DT,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로 2549,제주특별자치도 서귀포시 대정읍 상모리 3837,33.22725806,126.2578897,491.41,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
담소찻집,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일주서로 2093,제주특별자치도 서귀포시 대정읍 안성리 214,33.2496822,126.2932591,83.25,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
원투헤븐오(Want2 HeavenO),제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일과대수로27번길 65,제주특별자치도 서귀포시 대정읍 일과리 1270,33.2368138,126.232185,199.84,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
블루웨일,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일과대수로11번길 43,제주특별자치도 서귀포시 대정읍 일과리 1131,33.23697172,126.2336594,298.04,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
북마크하우스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 일과대수로11번길 16-8,제주특별자치도 서귀포시 대정읍 일과리 1318-3,33.2386943,126.2315677,46.59,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
담아,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영어도시로 77,제주특별자치도 서귀포시 대정읍 보성리 161-4,33.2790014,126.2789739,88,064-792-7720,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
누구나,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영어도시로 61,제주특별자치도 서귀포시 대정읍 보성리 163-5,33.2777389,126.2789908,58.8,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
이층빵집굽는아방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영어도시로 40,제주특별자치도 서귀포시 대정읍 구억리 1004,33.2756836,126.2789976,94.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
소소희,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영어도시로 27-2. 1층 102호,제주특별자치도 서귀포시 대정읍 보성리 175-6 1층 102호,33.2749033,126.2782092,51.04,064-792-1407,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
제주지에스구억점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영어도시로 1,제주특별자치도 서귀포시 대정읍 보성리 463-6,33.27266059,126.2787517,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
순미네대구반고개무침회,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영서중로13번길 9-8,제주특별자치도 서귀포시 대정읍 하모리 824-8,33.2219836,126.2545734,7.64,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
오늘도통통서귀포대정점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영서중로 32,제주특별자치도 서귀포시 대정읍 상모리 4127-8,33.2213136,126.2571107,26.25,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페아난,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 영락사독로 13,제주특별자치도 서귀포시 대정읍 영락리 1243-1,33.2615434,126.2089449,45.55,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
포모도리알,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로240번길 9,제주특별자치도 서귀포시 대정읍 보성리 2545,33.2784535,126.273210,81.03,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
호끌랑,제주특별자치도,서귀포시,제주특별자치도 서귀포시 장수로 98 (서홍동),제주특별자치도 서귀포시 서홍동 362-9,33.2562888,126.5574637,41.7,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
OZyummy(오즈야미),제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,제주특별자치도 서귀포시 대정읍 보성리 2476,33.2790464,126.2743859,39.85,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페봄봄영어교육도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,제주특별자치도 서귀포시 대정읍 보성리 2476,33.2790464,126.2743859,58.71,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
타로엔파르페,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,제주특별자치도 서귀포시 대정읍 보성리 2476,33.2790464,126.2743859,46.73,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
공차제주영어교육도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 12,제주특별자치도 서귀포시 대정읍 보성리 2476-2,33.2792763,126.275094,62.7,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지에스25제주영어마을점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로 74,제주특별자치도 서귀포시 대정읍 보성리 2405,33.2879499,126.2813865,3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유제주영어교육도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로 48,제주특별자치도 서귀포시 대정읍 보성리 2374-1,33.2908671,126.2837566,3.3,064-792-2332,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
배스킨라빈스 제주영어도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로 40,제주특별자치도 서귀포시 대정읍 보성리 2372-2,33.2915274,126.2841806,87.4,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
스타벅스제주에듀시티점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로 36. 1층,제주특별자치도 서귀포시 대정읍 보성리 2372 1층,33.2918169,126.284350,182.79,064-792-3371,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
플랩잭스쥬스카페(주),제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로 148,제주특별자치도 서귀포시 대정읍 보성리 2424,33.2840406,126.274280,76.2,064-794-1776,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유제주삼정지에듀점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 대정읍 에듀시티로 148,제주특별자치도 서귀포시 대정읍 보성리 2424,33.2840406,126.274280,6.6,064-792-3381,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
